Gene,Pathway,Tissue,GDR,Mutation,D1,D2,D3,D4,D5,D6
G2266,Pathway2,Breast,Moderate,3154,0.7,5.61,3.58,5.65,63.6,57
G39679,Pathway3,Lung,Definitive,1087,0.7,5.59,3.65,5.4,66.2,59
G437,Pathway5,Brain,Noevidence,2815,0.7,5.7,3.52,5.76,61.4,56
G8796,Pathway2,Skin,Moderate,4472,1.04,6.5,3.96,6.54,60.7,59
G30616,Pathway4,Brain,Moderate,447,0.3,4.35,2.57,4.39,58.8,60
G34507,Pathway3,Breast,Moderate,868,0.4,4.75,2.88,4.79,60.4,58
G11646,Pathway5,Liver,Moderate,5053,1.14,6.78,4.07,6.81,59.9,57
G15679,Pathway5,Liver,Noevidence,6288,1.09,6.57,4.05,6.63,61.3,56
G47175,Pathway6,Lymphnode,Limited,1836,0.54,5.35,3.13,5.29,58.8,61
G30633,Pathway1,Liver,Noevidence,734,0.31,4.31,2.71,4.34,62.7,55
G53395,Pathway6,Blood,Moderate,2666,0.74,5.76,3.61,5.78,62.6,57
G38577,Pathway4,Liver,Limited,1035,0.4,4.67,2.92,4.63,62.8,61
G7820,Pathway4,Brain,Moderate,4295,1,6.41,4.01,6.31,63.1,56
G20737,Pathway4,Brain,Noevidence,8977,1.36,7.15,4.36,7.16,60.9,56
G2273,Pathway7,Brain,Definitive,3154,0.95,6.5,3.76,6.46,58,66
G8467,Pathway3,Skin,Strong,4414,1.03,6.55,3.88,6.6,59,59
G19223,Pathway2,Brain,Moderate,7963,1.3,7.12,4.22,7.17,59.1,60
G34087,Pathway2,Breast,Limited,852,0.36,4.64,2.81,4.67,60.4,58
G4696,Pathway5,Breast,Definitive,3676,1.01,6.16,4.11,6.09,67.1,59
G25581,Pathway4,Breast,Limited,14424,1.52,7.38,4.56,7.35,61.9,58
G51189,Pathway3,Brain,Limited,2348,0.7,5.7,3.5,5.66,61.6,55
G2912,Pathway2,Liver,Limited,3285,0.74,5.72,3.6,5.77,62.7,58
G36294,Pathway1,Skin,Noevidence,477,0.32,4.39,2.69,4.41,61.1,56
G37180,Pathway1,Liver,Noevidence,972,0.32,4.38,2.74,4.36,62.7,54
G53511,Pathway4,Breast,Limited,2686,0.71,5.76,3.49,5.72,60.8,59
G24891,Pathway5,Brain,Moderate,13320,2,7.97,5.01,7.88,63.2,54
G48356,Pathway1,Liver,Noevidence,1963,0.56,5.32,3.25,5.35,60.9,56
G28878,Pathway1,Brain,Noevidence,684,0.31,4.38,2.67,4.34,61.2,57
G34501,Pathway6,Blood,Strong,867,0.42,4.88,2.9,4.91,59.2,61
G30294,Pathway3,Skin,Noevidence,447,0.34,4.54,2.73,4.55,60.1,56
G22851,Pathway2,Blood,Noevidence,10887,1.01,6.38,3.99,6.44,62.2,57
G43840,Pathway1,Brain,Moderate,1446,0.52,5.11,3.24,5.15,63.2,57
G6404,Pathway4,Skin,Limited,4038,1.01,6.39,3.9,6.37,61.1,58
G509,Pathway3,Liver,Limited,2822,0.7,5.8,3.49,5.72,60.6,58
G27232,Pathway3,Liver,Strong,17597,1.7,7.54,4.71,7.6,62.2,56
G1462,Pathway2,Liver,Noevidence,2980,0.7,5.67,3.52,5.78,61.5,57
G50872,Pathway6,Brain,Limited,2313,0.81,5.97,3.68,5.91,61.8,58
G51629,Pathway4,Breast,Definitive,2396,0.72,5.6,3.69,5.51,66.4,57
G34160,Pathway4,Breast,Noevidence,854,0.33,4.46,2.76,4.43,62.1,55
G36665,Pathway2,Liver,Noevidence,949,0.36,4.57,2.83,4.59,61.8,56
G39854,Pathway7,Liver,Strong,1100,0.57,5.24,3.33,5.28,63.3,56
G18671,Pathway5,Liver,Noevidence,7633,1.19,6.79,4.22,6.83,62,54
G25119,Pathway5,Breast,Noevidence,13665,1.55,7.37,4.59,7.43,62,57
G10296,Pathway2,Liver,Moderate,4759,0.91,6.13,3.84,6.21,62.2,60
G22000,Pathway3,Blood,Moderate,10069,1.11,6.59,4.13,6.63,62.5,59
G20000,Pathway2,Skin,Moderate,8538,1.5,7.17,4.52,7.23,62.8,57
G46048,Pathway5,Breast,Noevidence,1731,0.53,5.18,3.22,5.21,61.9,55
G45568,Pathway4,Breast,Limited,1689,0.52,5.13,3.16,5.19,61.2,60
G40957,Pathway4,Blood,Noevidence,1179,0.42,4.84,2.91,4.86,60,57
G1813,Pathway2,Brain,Moderate,3055,0.78,5.93,3.62,5.97,60.9,57
G15919,Pathway3,Breast,Definitive,6366,1.01,6.26,4.01,6.16,64.6,60
G43991,Pathway7,Breast,Moderate,394,0.3,4.24,2.67,4.28,62.7,59
G49468,Pathway1,Liver,Moderate,2113,0.54,5.24,3.2,5.29,60.7,57
G43795,Pathway7,Brain,Strong,1442,0.7,5.62,3.6,5.57,64.3,56
G7256,Pathway3,Skin,Strong,4197,1.01,6.33,4.05,6.26,64.3,59
G35051,Pathway6,Blood,Noevidence,884,0.42,4.77,2.99,4.8,62.5,57
G50383,Pathway1,Breast,Moderate,2251,0.55,5.35,3.19,5.38,59.5,56
G2290,Pathway5,Skin,Moderate,3160,0.9,6.12,3.76,6.19,61.1,63
G4835,Pathway5,Kidney,Noevidence,3707,0.77,5.91,3.63,5.94,61.3,56
G39273,Pathway3,Brain,Noevidence,490,0.31,4.34,2.72,4.39,62.3,55
G41687,Pathway2,Skin,Noevidence,1240,0.5,5.14,3.14,5.09,61.4,57
G17678,Pathway1,Liver,Noevidence,7127,1.01,6.52,3.89,6.49,59.8,56
G42082,Pathway4,Brain,Limited,1273,0.53,5.25,3.19,5.21,61,59
G876,Pathway3,Liver,Moderate,2873,0.76,5.8,3.62,5.86,62,58
G3824,Pathway3,Liver,Moderate,3471,0.8,5.86,3.66,5.92,62.1,60
G33222,Pathway4,Kidney,Noevidence,821,0.36,4.53,2.83,4.56,62.3,56
G12817,Pathway3,Brain,Limited,5345,1.01,6.57,3.92,6.53,59.8,60
G10406,Pathway1,Skin,Limited,593,0.31,4.34,2.66,4.31,61.5,60
G38712,Pathway7,Liver,Limited,1042,0.54,5.16,3.25,5.22,62.6,58
G13051,Pathway4,Brain,Limited,5408,1.11,6.62,4.11,6.5,62.7,57
G27410,Pathway3,Skin,Limited,18002,2.09,8.23,5.07,8.21,61.7,59
G20537,Pathway4,Skin,Limited,8858,1.56,7.51,4.61,7.43,61.7,59
G27467,Pathway3,Skin,Noevidence,18124,2.1,8.22,5.01,8.2,61,60
G25853,Pathway6,Brain,Strong,14920,2.06,8.39,4.89,8.13,59,64
G49848,Pathway4,Brain,Moderate,2170,0.72,5.69,3.63,5.72,63.6,56
G19901,Pathway4,Breast,Noevidence,8449,1.24,6.98,4.24,6.91,61.1,57
G9940,Pathway1,Brain,Moderate,4693,0.9,6.14,3.87,6.18,62.8,59
G20688,Pathway6,Brain,Limited,8969,1.54,7.48,4.53,7.41,60.8,61
G35610,Pathway4,Kidney,Limited,907,0.31,4.43,2.67,4.39,60.5,58
G7527,Pathway5,Skin,Limited,4242,1.01,6.44,3.95,6.39,61.6,59
G13495,Pathway2,Brain,Moderate,5539,1.09,6.55,4.11,6.61,62.5,57
G11199,Pathway6,Brain,Noevidence,4958,1.07,6.56,4.08,6.6,62,55
G16355,Pathway5,Liver,Limited,608,0.3,4.27,2.66,4.22,62.7,59
G1143,Pathway2,Liver,Moderate,2922,0.71,5.62,3.57,5.66,63.3,59
G24206,Pathway5,Brain,Moderate,12392,1.57,7.39,4.64,7.49,62.4,58
G29756,Pathway1,Brain,Limited,709,0.3,4.27,2.68,4.24,63,58
G44679,Pathway3,Skin,Strong,1609,0.72,5.64,3.58,5.58,63.8,59
G27787,Pathway2,Brain,Limited,649,0.37,4.59,2.85,4.64,61.8,58
G48284,Pathway7,Brain,Definitive,1956,0.77,5.97,3.55,5.81,60.2,66
G39564,Pathway4,Breast,Limited,1080,0.4,4.83,2.96,4.69,62.2,55
G53635,Pathway1,Brain,Noevidence,552,0.3,4.3,2.66,4.34,61.6,56
G5239,Pathway4,Skin,Definitive,3787,1.02,6.33,4.1,6.22,65.3,58
G41641,Pathway5,Lymphnode,Noevidence,1238,0.4,4.7,2.94,4.68,62.7,57
G7569,Pathway6,Brain,Limited,4252,1.04,6.45,4.01,6.39,62.5,62
G42977,Pathway2,Blood,Limited,1367,0.41,4.8,2.93,4.86,60.7,58
G9794,Pathway2,Skin,Noevidence,4666,1.01,6.48,3.97,6.52,61.1,57
G15193,Pathway7,Breast,Moderate,6101,1.31,6.94,4.44,7.01,63.7,55
G35573,Pathway3,Liver,Noevidence,906,0.35,4.56,2.79,4.53,61.4,56
G50263,Pathway4,Blood,Noevidence,2236,0.54,5.22,3.24,5.2,62.2,56
G4483,Pathway1,Blood,Noevidence,3625,0.61,5.4,3.38,5.45,62.3,54
G45109,Pathway2,Brain,Noevidence,1649,0.56,5.31,3.28,5.33,61.6,55
G49098,Pathway5,Lymphnode,Noevidence,2063,0.51,5.2,3.11,5.24,59.6,59
G28408,Pathway1,Skin,Limited,669,0.35,4.54,2.81,4.48,62.3,58
G288,Pathway2,Brain,Moderate,2797,0.81,6.07,3.67,6.1,60.3,60
G28442,Pathway2,Skin,Moderate,671,0.43,4.88,2.94,4.94,59.9,57
G5298,Pathway1,Breast,Noevidence,3801,0.71,5.7,3.55,5.73,62.1,57
G27701,Pathway3,Brain,Noevidence,648,0.32,4.45,2.72,4.47,61,55
G15252,Pathway7,Brain,Noevidence,6124,1.35,7.1,4.39,7.08,61.9,56
G22272,Pathway3,Kidney,Noevidence,10327,1.13,6.77,4.14,6.72,61.4,56
G47495,Pathway4,Blood,Noevidence,1865,0.5,5.08,3.17,5.13,62.1,53.5
G35387,Pathway4,Breast,Limited,899,0.41,4.72,2.95,4.78,62.1,60
G38604,Pathway2,Blood,Moderate,1039,0.31,4.45,2.68,4.49,60,56
G52871,Pathway2,Skin,Noevidence,2581,0.73,5.83,3.54,5.8,60.9,57
G23160,Pathway2,Brain,Moderate,11176,1.52,7.36,4.65,7.29,63.5,58
G1986,Pathway2,Breast,Moderate,3095,0.7,5.63,3.58,5.67,63.4,57
G29724,Pathway5,Blood,Limited,707,0.31,4.3,2.67,4.34,61.8,58
G53432,Pathway3,Liver,Strong,2671,0.72,5.93,3.46,6.01,58,57
G33805,Pathway4,Blood,Moderate,842,0.32,4.49,2.62,4.53,58.1,59
G46483,Pathway4,Breast,Strong,1777,0.58,5.44,3.22,5.48,59,62
G10524,Pathway1,Skin,Noevidence,4805,1.01,6.43,4.04,6.39,63,54
G43260,Pathway3,Brain,Strong,1400,0.55,5.16,3.33,5.21,64.3,57.9
G53335,Pathway3,Skin,Noevidence,2655,0.74,5.78,3.6,5.82,62,56
G39325,Pathway2,Blood,Noevidence,1071,0.3,4.32,2.66,4.36,61.3,57
G34172,Pathway4,Breast,Noevidence,854,0.33,4.45,2.74,4.42,61.8,56
G41693,Pathway4,Brain,Noevidence,1240,0.5,5.09,3.17,5.05,62.5,57
G31879,Pathway5,Kidney,Moderate,776,0.3,4.24,2.68,4.21,63.4,57
G7664,Pathway6,Skin,Noevidence,4270,1.06,6.57,4.07,6.6,61.8,57
G51423,Pathway2,Kidney,Noevidence,2372,0.57,5.35,3.32,5.28,62.5,54
G4891,Pathway1,Breast,Limited,3718,0.71,5.9,3.48,5.85,59.2,59
G4614,Pathway2,Skin,Noevidence,3662,0.9,6.15,3.84,6.23,62,55
G43397,Pathway1,Skin,Definitive,1410,0.62,5.39,3.46,5.33,64.6,57
G42200,Pathway4,Brain,Limited,1287,0.56,5.31,3.24,5.29,61.1,61
G11893,Pathway3,Skin,Noevidence,5115,1.02,6.34,4.01,6.42,62.9,58
G40054,Pathway2,Liver,Limited,1112,0.38,4.67,2.89,4.63,62.2,59
G34240,Pathway1,Skin,Limited,855,0.4,4.75,2.94,4.71,62.2,58
G13339,Pathway1,Skin,Limited,5504,1.19,7.04,4.1,6.9,58.8,58
G6741,Pathway2,Brain,Definitive,579,0.31,4.53,2.56,4.47,56.9,66
G601,Pathway3,Liver,Limited,2838,0.7,5.83,3.45,5.79,59.4,61
G23527,Pathway5,Liver,Noevidence,11531,1.56,7.46,4.6,7.5,61.5,56
G6521,Pathway5,Breast,Moderate,4066,0.91,6.1,3.8,6.03,62.7,63
G41964,Pathway2,Kidney,Moderate,505,0.23,3.9,2.44,3.93,62.3,55
G39543,Pathway3,Liver,Limited,1080,0.4,4.72,2.94,4.68,62.6,58
G10126,Pathway1,Skin,Moderate,4719,1.01,6.39,3.95,6.46,61.5,56
G21660,Pathway4,Kidney,Limited,9757,1.21,6.84,4.26,6.8,62.5,55
G26669,Pathway6,Brain,Limited,16499,2.01,8.12,4.96,8.01,61.5,60
G9736,Pathway3,Skin,Limited,4656,1.06,6.57,4.06,6.52,62,59
G40328,Pathway4,Breast,Strong,1127,0.45,4.79,3.09,4.86,64.1,58.8
G4526,Pathway5,Brain,Noevidence,3635,0.91,6.18,3.87,6.23,62.4,57
G50076,Pathway5,Skin,Definitive,2203,0.72,5.6,3.67,5.54,65.9,57
G11191,Pathway5,Skin,Limited,4956,1.18,7.01,4.09,6.93,58.7,60
G26282,Pathway1,Blood,Moderate,15767,1.19,6.95,4.14,7,59.4,56
G38536,Pathway1,Liver,Noevidence,1033,0.34,4.53,2.77,4.5,61.4,56
G52248,Pathway6,Kidney,Noevidence,2487,0.7,5.65,3.51,5.72,61.6,56.5
G1112,Pathway6,Liver,Moderate,2915,0.83,6.03,3.74,6.06,62,55
G50308,Pathway5,Breast,Limited,544,0.31,4.3,2.7,4.32,62.6,60
G41906,Pathway4,Brain,Moderate,1261,0.51,5.09,3.17,5.15,61.9,57
G40668,Pathway4,Kidney,Noevidence,1155,0.44,4.94,3.04,4.9,61.8,56
G40302,Pathway4,Breast,Limited,1125,0.4,4.71,2.87,4.66,61.3,60
G30961,Pathway5,Liver,Moderate,746,0.4,4.72,2.94,4.75,62.1,56
G14428,Pathway1,Liver,Moderate,5825,0.91,6.32,3.77,6.34,59.6,58
G38239,Pathway1,Breast,Moderate,1018,0.35,4.56,2.78,4.58,60.8,56
G26825,Pathway6,Brain,Noevidence,16718,2.04,8.19,4.95,8.26,60.2,56
G6882,Pathway3,Skin,Strong,4131,1.16,6.78,4.11,6.75,60.8,65
G22801,Pathway6,Kidney,Limited,10824,1.52,7.37,4.55,7.41,61.6,58
G16754,Pathway4,Kidney,Limited,6670,1.01,6.49,4,6.41,62,56
G7956,Pathway4,Skin,Moderate,4321,1.07,6.51,4.12,6.58,62.9,59
G49876,Pathway5,Brain,Limited,2176,0.7,6.65,3.46,5.69,62,61
G3212,Pathway3,Blood,Limited,3348,0.7,5.67,3.49,5.63,61.8,60
G605,Pathway4,Breast,Limited,2838,0.7,5.64,3.53,5.57,63,60
G9050,Pathway2,Skin,Strong,588,0.35,4.49,2.86,4.45,64,55
G14743,Pathway5,Brain,Noevidence,5936,1.21,6.86,4.24,6.81,62,56
G13148,Pathway2,Breast,Limited,5438,0.9,6.31,3.74,6.28,59.4,59
G26697,Pathway7,Breast,Noevidence,429,0.31,4.34,2.69,4.36,61.9,54.7
G27140,Pathway2,Lymphnode,Noevidence,17353,1.21,6.81,4.23,6.88,61.8,56
G9379,Pathway1,Brain,Noevidence,589,0.32,4.38,2.73,4.42,62,57
G25366,Pathway1,Blood,Moderate,642,0.28,4.23,2.57,4.25,60.6,58
G29240,Pathway4,Breast,Moderate,696,0.37,4.72,2.76,4.75,58.3,62
G43660,Pathway2,Brain,Noevidence,1436,0.57,5.32,3.28,5.35,61.5,56
G23000,Pathway1,Breast,Noevidence,11053,1.2,6.79,4.16,6.85,61,59
G8159,Pathway3,Skin,Limited,4360,1.13,6.68,4.15,6.65,62.3,59
G12702,Pathway3,Kidney,Noevidence,599,0.26,4.1,2.57,4.12,62.5,56
G15422,Pathway3,Breast,Limited,6176,1.01,6.48,4.02,6.37,62.6,58
G39406,Pathway4,Kidney,Noevidence,1076,0.41,4.78,2.94,4.74,61.8,56
G17330,Pathway4,Breast,Noevidence,6951,1.01,6.43,4,6.39,62.4,58
G32194,Pathway5,Breast,Limited,788,0.35,4.53,2.79,4.51,61.7,59
G30721,Pathway1,Brain,Strong,738,0.41,4.73,3,4.77,63.2,57
G27220,Pathway4,Lymphnode,Noevidence,17569,1.65,7.53,4.72,7.61,62.4,55
G35705,Pathway1,Liver,Limited,911,0.3,4.35,2.62,4.33,60.4,59
G16216,Pathway5,Skin,Noevidence,6480,1.33,7.05,4.4,6.98,62.7,57
G20733,Pathway6,Skin,Noevidence,8975,1.59,7.62,4.59,7.55,60.5,55
G4134,Pathway3,Lung,Noevidence,3544,1.06,6.54,4.07,6.57,62.1,55
G16490,Pathway5,Brain,Limited,6588,1.2,7.02,4.16,6.97,59.5,58
G26818,Pathway6,Skin,Noevidence,16709,2.24,8.43,5.18,8.37,61.7,58
G24772,Pathway5,Skin,Limited,13134,2,8.13,4.99,8.1,61.5,61
G44485,Pathway1,Liver,Limited,1597,0.51,5.14,3.14,5.18,60.9,58
G7941,Pathway3,Skin,Limited,4318,1.02,6.53,3.93,6.5,60.3,59
G36989,Pathway2,Breast,Limited,964,0.41,4.77,2.9,4.79,60.7,59
G40361,Pathway1,Liver,Limited,1129,0.43,4.92,2.95,4.88,60.2,59
G4280,Pathway5,Skin,Strong,3584,1,6.41,4.07,6.34,63.9,55
G8000,Pathway4,Skin,Limited,4327,1.01,6.46,3.98,6.39,61.9,59
G30621,Pathway6,Brain,Strong,447,0.34,4.43,2.84,4.48,63.7,54
G25793,Pathway5,Skin,Moderate,14775,2.25,8.49,5.16,8.38,61.2,63
G13262,Pathway3,Brain,Moderate,5481,1.13,6.67,4.07,6.76,60.6,60
G9931,Pathway5,Brain,Limited,4692,1.05,6.69,3.96,6.61,59.5,58
G32463,Pathway5,Blood,Noevidence,794,0.36,4.57,2.82,4.6,61.5,56
G44170,Pathway3,Liver,Noevidence,1566,0.53,5.17,3.23,5.2,62.3,55
G6063,Pathway4,Blood,Moderate,3966,0.77,5.84,3.67,5.89,62.7,54
G7706,Pathway4,Skin,Noevidence,4277,1.04,6.6,4.07,6.53,62,57
G14636,Pathway3,Brain,Noevidence,5909,1.07,6.62,1.07,6.67,60.6,57
G2859,Pathway5,Breast,Noevidence,3274,0.72,5.83,3.54,5.85,60.7,55
G1328,Pathway1,Liver,Strong,2960,0.7,5.6,3.57,5.67,63.4,57
G4108,Pathway4,Blood,Noevidence,3537,0.74,5.8,3.61,5.83,62.1,54
G2380,Pathway4,Liver,Limited,561,0.32,4.41,2.69,4.44,60.8,59
G37168,Pathway1,Liver,Limited,972,0.32,4.43,2.72,4.38,61.7,59
G26480,Pathway2,Skin,Limited,16064,2.01,8.27,4.83,8.2,58.7,54
G46249,Pathway1,Brain,Limited,1753,0.53,5.22,3.17,5.18,61,58
G40662,Pathway2,Breast,Noevidence,1154,0.41,4.84,2.93,4.8,60.8,56
G20412,Pathway4,Kidney,Noevidence,8773,1.12,6.67,4.14,6.69,62,55
G32465,Pathway4,Breast,Noevidence,794,0.38,4.66,2.88,4.71,61.5,57
G11389,Pathway4,Liver,Noevidence,596,0.34,4.46,2.79,4.51,62.2,53
G31035,Pathway3,Liver,Strong,749,0.31,4.33,2.74,4.28,63.6,54
G13391,Pathway4,Skin,Noevidence,602,0.38,4.64,2.87,4.68,61.6,55
G27571,Pathway5,Brain,Moderate,18392,2.09,8.23,5.05,8.3,61.1,56
G37158,Pathway1,Liver,Noevidence,972,0.32,4.46,2.75,4.4,62.1,54
G14301,Pathway4,Brain,Limited,5791,1.03,6.6,3.91,6.54,59.5,60
G4709,Pathway3,Skin,Noevidence,3679,0.9,6.19,3.85,6.17,62.3,57
G21361,Pathway2,Breast,Noevidence,625,0.33,4.47,2.69,4.5,60,57
G28870,Pathway3,Brain,Limited,684,0.32,4.45,2.66,4.42,60,59
G6831,Pathway1,Brain,Strong,4120,0.9,6.13,3.9,6.09,63.8,58
G31603,Pathway5,Liver,Noevidence,367,0.25,4.09,2.5,4.11,61,55
G51551,Pathway4,Skin,Noevidence,2387,0.71,5.76,3.54,5.79,61.3,55
G36650,Pathway2,Brain,Moderate,948,0.43,4.84,3.04,4.78,63.2,57
G43165,Pathway1,Kidney,Noevidence,1389,0.42,4.81,2.98,4.79,62.1,55
G23689,Pathway4,Liver,Limited,11746,1.51,7.57,4.39,7.54,58.1,61
G3828,Pathway1,Brain,Noevidence,3471,0.7,5.72,3.54,5.74,61.8,55
G45134,Pathway2,Liver,Moderate,1653,0.53,5.16,3.25,5.19,62.8,57
G4394,Pathway1,Brain,Limited,571,0.31,4.34,2.68,4.39,61.4,58
G9293,Pathway2,Blood,Moderate,4570,0.79,5.8,3.67,5.89,62.8,60
G49121,Pathway5,Brain,Strong,2066,0.7,5.58,3.55,5.62,63.4,61
G18168,Pathway3,Breast,Limited,7365,1.03,6.51,4.04,6.47,62.2,57
G49543,Pathway5,Blood,Moderate,2127,0.63,5.47,3.4,5.5,62,57
G42219,Pathway4,Lymphnode,Noevidence,1289,0.42,4.82,3.01,4.85,62.3,54
G16962,Pathway4,Liver,Noevidence,6774,1.12,6.69,4.13,6.64,62,56
G6279,Pathway5,Skin,Noevidence,4016,0.9,6.23,3.82,6.29,61,56
G15067,Pathway1,Brain,Noevidence,6055,1.06,6.55,4.1,6.52,62.7,54
G48048,Pathway2,Liver,Limited,1926,0.64,5.48,3.37,5.46,61.6,62
G36025,Pathway3,Breast,Noevidence,923,0.35,4.54,2.8,4.58,61.4,55
G25844,Pathway5,Kidney,Moderate,14893,1.71,7.59,4.66,7.65,61.2,62
G48576,Pathway4,Blood,Noevidence,1993,0.56,5.29,3.27,5.31,61.7,57
G19392,Pathway4,Kidney,Noevidence,8057,1.09,6.66,4.08,6.61,61.5,55
G30363,Pathway6,Breast,Noevidence,729,0.36,4.59,2.77,4.56,60.5,57
G30573,Pathway2,Breast,Noevidence,734,0.31,4.39,2.68,4.41,60.9,57
G28222,Pathway3,Liver,Noevidence,666,0.33,4.47,2.73,4.55,60.5,55
G53850,Pathway1,Breast,Noevidence,2741,0.56,5.3,3.25,5.33,61.1,56
G4178,Pathway3,Skin,Limited,3556,0.9,6.16,3.76,6.11,61.3,59
G27090,Pathway5,Skin,Limited,17221,2.15,8.22,5.15,8.17,62.8,58
G39561,Pathway3,Liver,Definitive,1080,0.45,4.8,3.07,4.75,64.3,59
G16573,Pathway4,Breast,Limited,6618,1.01,6.46,4.02,6.38,62.6,59
G43500,Pathway1,Breast,Moderate,1422,0.47,5.06,3.02,5.03,59.5,61
G36863,Pathway2,Liver,Noevidence,958,0.42,4.79,2.99,4.8,62.4,55
G21503,Pathway2,Skin,Limited,9596,1.7,7.76,4.61,7.66,59.8,59
G21467,Pathway1,Brain,Noevidence,9565,1.55,7.47,4.59,7.43,61.7,57
G53886,Pathway6,Kidney,Moderate,2749,0.75,5.81,3.61,5.83,62,59
G11269,Pathway3,Brain,Moderate,4972,1.01,6.46,3.92,6.55,60.3,60
G11483,Pathway7,Liver,Limited,5015,1.26,6.9,4.32,6.92,62.5,58
G48779,Pathway5,Brain,Limited,2020,0.7,5.7,3.53,5.65,62.2,59
G14100,Pathway2,Brain,Moderate,5718,1,6.49,3.86,6.55,59.2,59
G21463,Pathway6,Breast,Limited,9557,1.52,7.44,4.53,7.38,61.1,58
G22157,Pathway6,Liver,Noevidence,10197,1.58,7.49,4.62,7.55,61.4,55
G32138,Pathway4,Lymphnode,Noevidence,786,0.31,4.34,2.74,4.39,62.8,56
G15775,Pathway6,Liver,Noevidence,6308,1.28,7.04,4.3,6.97,61.4,57
G27713,Pathway5,Brain,Limited,648,0.36,4.54,2.85,4.51,63,55
G51585,Pathway3,Lymphnode,Noevidence,2393,0.52,5.16,3.19,5.18,61.7,56
G22167,Pathway6,Breast,Noevidence,10209,1.57,7.44,4.65,7.48,62.3,57
G11730,Pathway5,Breast,Limited,596,0.34,4.48,2.74,4.53,60.8,59
G32872,Pathway3,Liver,Noevidence,809,0.41,4.79,2.96,4.81,61.7,54
G38925,Pathway4,Skin,Limited,1052,0.51,5.2,3.16,5.19,60.8,59
G37033,Pathway4,Liver,Limited,966,0.4,4.76,2.94,4.74,61.9,58
G13021,Pathway2,Liver,Moderate,600,0.3,4.29,2.65,4.32,61.6,54
G28654,Pathway2,Liver,Moderate,675,0.33,4.45,2.71,4.49,60.6,58
G43310,Pathway3,Liver,Limited,1402,0.51,5.04,3.17,5.07,62.7,59
G38876,Pathway1,Liver,Noevidence,1050,0.4,4.77,2.92,4.75,61.3,57
G14215,Pathway7,Blood,Limited,5761,1.27,7.06,4.22,6.99,60.1,58
G24881,Pathway4,Liver,Limited,13299,1.56,7.44,4.59,7.4,61.9,58
G27645,Pathway3,Breast,Noevidence,18571,1.6,7.6,4.61,7.63,60.5,57
G50547,Pathway5,Liver,Moderate,2276,0.7,5.6,3.54,5.65,62.9,58
G49497,Pathway6,Kidney,Definitive,2117,0.7,5.62,3.6,5.51,64.7,55
G32003,Pathway1,Kidney,Noevidence,777,0.26,4.1,2.54,4.17,61.4,55
G35830,Pathway3,Blood,Strong,915,0.41,4.71,3.02,4.74,63.9,56
G8520,Pathway6,Brain,Moderate,4426,1.04,6.45,4,6.47,61.9,58
G40851,Pathway4,Skin,Noevidence,1173,0.55,5.25,3.27,5.28,62.1,56
G51674,Pathway2,Skin,Noevidence,2398,0.71,5.74,3.54,5.82,61.2,57
G43869,Pathway5,Breast,Noevidence,1449,0.53,5.18,3.24,5.22,62.3,54
G15938,Pathway2,Brain,Moderate,6373,1.2,6.75,4.25,6.69,63.2,57
G8852,Pathway2,Brain,Definitive,4480,1.01,6.34,4.09,6.29,64.8,58
G3004,Pathway2,Liver,Noevidence,3304,0.71,5.72,3.56,5.75,62.1,55
G49192,Pathway5,Brain,Moderate,2076,0.71,5.72,3.53,5.78,61.4,58
G1240,Pathway1,Brain,Noevidence,2943,0.73,5.82,3.56,5.78,61.4,56
G9515,Pathway1,Brain,Limited,4612,0.9,6.17,3.84,6.13,62.4,61
G39559,Pathway4,Blood,Noevidence,1080,0.32,4.39,2.73,4.36,62.4,56
G12169,Pathway2,Skin,Limited,5181,1.18,6.74,4.2,6.7,62.5,60
G13962,Pathway5,Liver,Noevidence,5683,1.02,6.47,4,6.44,62,55
G52596,Pathway1,Skin,Strong,2541,0.75,5.9,3.55,5.96,59.9,61
G19821,Pathway4,Breast,Strong,8387,1.2,6.59,4.18,6.56,63.6,58
G49377,Pathway4,Skin,Limited,2100,0.7,5.75,3.5,5.67,61.3,58
G43758,Pathway3,Lymphnode,Limited,1439,0.41,4.73,2.97,4.76,62.6,58
G27161,Pathway5,Brain,Noevidence,17403,2.01,8.1,4.97,8.04,61.6,57
G11614,Pathway1,Skin,Limited,5047,1.14,6.84,4.04,6.82,59.2,61
G8789,Pathway7,Skin,Moderate,4470,1.14,6.66,4.17,6.7,62.4,57
G10468,Pathway6,Skin,Moderate,4791,1.21,6.8,4.24,6.86,62.1,59
G41834,Pathway5,Brain,Noevidence,1253,0.56,5.35,3.24,5.4,60.3,58
G24411,Pathway4,Breast,Moderate,12654,1.53,7.31,4.61,7.37,62.8,56
G41898,Pathway3,Blood,Noevidence,1260,0.44,4.86,3,4.9,61.5,57
G37271,Pathway5,Breast,Noevidence,482,0.26,4.12,2.57,4.14,62.2,55
G1589,Pathway2,Breast,Moderate,3009,0.71,5.67,3.53,5.69,62.1,57
G1018,Pathway2,Liver,Noevidence,2902,0.73,5.82,3.57,5.8,61.4,55
G52877,Pathway6,Breast,Moderate,2583,0.82,5.88,3.76,5.93,63.6,58.9
G40353,Pathway4,Kidney,Limited,1129,0.43,4.84,3,4.81,62.2,55
G10997,Pathway5,Skin,Strong,4914,1.17,6.73,4.24,6.57,63.8,58
